timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
01:17.5,3243.1,1.1,-0.2,-0.1,-15,11,20
01:18.0,3237.3,0.9,0,-0.3,6,21,-12
01:18.5,3203.8,1.3,-0.1,-0.6,-22,14,-14
01:19.0,3233.7,0.8,0.2,-0.5,-20,-6,-4
01:19.5,3202,1.4,0,-0.2,-2,-1,2
01:20.0,3205.7,1,0.2,-0.4,-16,-27,15
01:20.5,3229.7,1,0.1,-0.3,-15,-10,-16
01:21.0,3231.2,1.3,0.1,-0.6,12,-30,-2
01:21.5,3203.5,1.5,0.1,-0.6,-2,-6,15
01:22.0,3213.7,1.5,-0.1,-0.4,-29,14,-3
01:22.5,3239.2,0.9,-0.1,-0.6,5,-7,-12
01:23.0,3238.5,0.9,0.4,-0.1,25,-7,5
01:23.5,3233.3,1,0,-0.1,-17,-8,17
01:24.0,3220.9,0.8,-0.1,-0.6,16,3,17
01:24.5,3237.5,0.8,0.1,-0.6,-5,14,-11
01:25.0,3228.5,1.3,-0.2,-0.4,0,-7,8
01:25.5,3280.1,2,-0.1,-1.1,53,-25,-14
01:26.0,3246,0.8,0.2,-0.6,9,-10,8
01:26.5,3233.3,1.1,0.1,-0.5,-32,21,-21
01:27.0,3212,1.3,0.4,-0.5,-9,32,-4
01:27.5,3238.1,1.3,0.4,-0.2,-14,-16,-13
01:28.0,3227.5,1.1,-0.1,-0.5,-40,27,18
01:28.5,3249.4,0.9,-0.1,-0.7,-11,21,3
01:29.0,3216.9,1.5,0.4,-0.4,5,17,-7
01:29.5,3259.6,0.2,0.2,-0.3,-66,-57,-12
01:30.0,3235.9,1.4,0.2,-0.4,-21,-15,-8
01:30.5,3236.2,1.4,-0.2,-0.5,-46,26,-1
01:31.0,3253.6,1.2,0,-0.4,-45,26,21
01:31.5,3233.6,0.7,0.1,-0.4,18,3,21
01:32.0,3253.6,1.2,0.1,-0.3,-43,-25,-15
01:32.5,3224.7,0.8,0.4,-0.6,23,-3,-8
01:33.0,3217.8,1.4,0,-0.5,18,-11,14
01:33.5,3253.4,1.1,-0.2,-0.5,-36,-28,3
01:34.0,3236.4,1.5,0.1,-0.6,-14,23,6
01:34.5,3217,1.5,-0.2,-0.3,-27,18,-5
01:35.0,3226.6,1,-0.1,-0.2,-6,34,-19
01:35.5,3252.8,1.3,0.4,-0.4,-32,-16,-20
01:36.0,3242.6,1.2,0.4,-0.3,16,23,-9
01:36.5,3237.7,1.5,-0.1,-0.3,25,-20,-10
01:37.0,3235.9,0.6,-0.3,-0.5,-7,-14,-15
01:37.5,3237.4,0.9,0.3,-0.7,29,-19,-21
01:38.0,3229.6,0.6,-0.1,-0.4,27,35,-12
01:38.5,3240.3,1.2,0,-0.4,20,24,-14
01:39.0,3249.7,1.4,0.3,-0.2,15,-13,13
01:39.5,3228.8,0.8,0,-0.6,12,30,-18
