timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
53:19.2,1176.5,0,-0.1,1,-11.7,6.5,22.8
53:19.8,1150.3,0.1,0.1,0.8,-6.9,7.4,32.4
53:20.4,1137.2,-0.1,-0.2,1.1,-8.6,3.3,25.4
53:21.0,1124.1,0,-0.3,0.8,-0.6,-12.5,8.5
53:21.5,1111,-0.1,-0.3,1.1,-9.9,12.7,29.8
53:22.1,1137.2,-0.1,-0.1,1,-4.3,8.4,33.3
53:22.7,1150.3,-0.1,0.1,1.1,2.3,-13.7,11.3
53:23.2,1084.8,0.1,-0.1,1,6.3,4.2,1.2
53:23.7,1176.5,0,-0.4,0.9,-8.6,-1.4,1.1
53:24.3,1150.3,0,-0.1,1,-20.9,-2.9,3.8
53:24.9,1124.1,0.1,0,0.9,-3.2,16.6,-0.4
53:25.5,1137.2,0,0.1,1,-0.4,6.4,-0.2
53:26.0,1137.2,-0.1,-0.5,1.1,7.8,-13.4,-1.8
53:26.6,1111,0.2,-0.3,0.7,-42,-16.9,13.8
53:27.2,1111,0,-0.2,1.1,-5.3,-8.2,35
53:27.7,1111,-0.6,-0.1,1.3,18.3,-10.9,23.4
53:28.3,1124.1,0,-0.2,0.9,19.9,26.9,12.6
53:28.8,1150.3,-0.1,0,1,-56.6,23.4,41.1
53:29.4,1124.1,0.2,-0.1,1,-13.7,-4.2,34.3
53:30.0,1137.2,-0.1,-0.1,0.9,-8.7,11.9,13.8
53:30.5,1163.4,0,-0.2,1,-17.5,-1.3,33.9
53:31.1,1137.2,0.2,0,0.8,1.6,-2.3,34.2
53:31.7,1137.2,0,-0.1,1.2,-1.8,23,14.4
53:32.2,1202.7,0.1,-0.3,0.9,-5,-8.7,23.5
53:32.8,1150.3,0,0.2,0.7,-13,8.3,36.8
53:33.3,1202.7,0.1,-0.2,1.1,3.2,-1.3,19.1
53:33.9,1163.4,-0.1,-0.4,1,-5.5,2,0.6
53:34.5,1176.5,0.3,0.2,0.7,-9.7,-17.9,3.5
53:35.0,1202.7,0.2,0,0.8,-6.2,3,1.8
53:35.6,1176.5,-0.1,-0.7,1.3,12,23.1,2
53:36.2,1215.8,-0.2,-0.3,1.3,5.7,-7.3,0.9
53:36.8,1215.8,0,-0.2,1.2,-8.7,1.6,0.7
53:37.3,1229,0,0.1,1.2,3.1,4.8,2.7
53:37.8,1268.3,-0.1,-0.1,1.2,2.6,-1.3,40.2
53:38.4,1320.7,0.1,-0.3,1.1,-16.3,-9.3,40.6
53:39.0,1320.7,0.2,0.1,0.9,-11.3,-29,19.3
53:39.6,1242.1,0,0.2,1.2,1.1,11.5,35.4
53:40.1,1202.7,-0.1,-0.1,1.1,-3.1,-6.8,29.5
53:40.7,1215.8,0.3,0.1,0.9,-1.8,3.8,11.9
53:41.3,1189.6,-0.1,0.1,1.1,5.4,10.9,24.3
53:41.8,1189.6,0,0,1.1,-6.7,13.8,30.5
53:42.3,1189.6,0.1,0,0.8,-5.6,6.8,13.8
53:42.9,1202.7,0.1,0.1,0.9,-4.7,18.8,15
53:43.5,1189.6,-0.2,-0.2,1.1,-6.6,-16.6,30.8
53:44.1,1202.7,-0.1,0,0.9,8.3,-29.8,24
53:44.6,1163.4,-0.1,0.1,1,-1.2,-10.1,7.4
53:45.2,1111,0.1,-0.1,1,11.8,-9.7,-3
53:45.8,1150.3,0.1,0.2,1,-5.6,-8.3,-3.6
53:46.3,1163.4,0,0.1,0.8,2.2,-7.6,-0.3
53:46.9,1150.3,0,-0.6,1.4,3,9.7,1.9
53:47.4,1150.3,-0.1,-0.5,0.7,-15.1,-5.5,6.7
53:48.0,1150.3,0,0.1,1,-15,-8.6,1
53:48.6,1111,0,-0.4,0.7,-1.1,16.5,0.4
53:49.1,1124.1,0.2,0.5,1.1,7.6,32.6,25.8
53:49.7,1097.9,0.1,0.2,1.1,-1.3,9,41.4
53:50.3,1137.2,-0.1,0.2,0.9,-2.1,3.5,10.4
53:50.8,1097.9,0.2,0.1,0.9,-1.4,-6.5,25.2
53:51.4,1163.4,0.1,0.1,0.7,-15.9,-2.6,37.5
53:51.9,1150.3,0.1,-0.4,1.3,15.5,25.5,16.8
53:52.5,1124.1,0,-0.1,0.7,11.8,18.9,17.3
53:53.1,1137.2,0,0.1,0.7,2.8,-3.9,31.2
53:53.6,1137.2,0,0,1,2.6,-1.8,30.2
53:54.2,1137.2,0.1,-0.4,1.1,-7.4,-18.9,14.7
53:54.8,1163.4,0,0.1,1.1,-5.3,3.8,23.6
53:55.3,1150.3,0,0.2,0.7,-8.8,-17.8,28.1
53:55.9,1111,-0.1,-0.2,1.1,-6.3,16.4,19
53:56.4,1176.5,0.1,0,0.9,-13.4,0.4,4.3
53:57.0,1150.3,0.2,0.1,1,-3.2,-7,1
53:57.6,1176.5,0.1,-0.1,1.1,5.6,1.4,-2.5
53:58.1,1097.9,0.2,0.2,1,3.5,0,0.5
53:58.7,1150.3,0,0.2,1,3.2,-6.9,0.5
53:59.3,1124.1,0,-0.3,0.9,8.7,-18.3,-1.6
53:59.9,1163.4,0.1,0.2,1,-5.2,-17.2,-3.9
54:00.4,1150.3,-0.1,-0.3,0.9,-8.6,-8.8,10.9
54:00.9,1137.2,0.1,0,1,-1.9,1.3,0.2
54:41.6,1111,0,0.1,0.9,2,-4.6,-2.4
54:42.1,1163.4,0.1,0.2,0.8,-9.3,19.3,8.7
54:42.6,1097.9,-0.1,0.5,0.3,-46.2,39.3,37.9
54:43.2,1111,0,0.1,1.1,-23.5,12.9,39.2
54:43.8,1111,0,0,1,-6.2,17,16.5
54:44.4,1111,-0.1,0.1,0.9,-6.4,16.6,40.2
54:44.9,1150.3,0.1,0.1,0.8,-2.3,-14.2,29.3
54:45.5,1111,0,-0.4,1,-10.2,-11.8,13.7
54:46.1,1150.3,0,-0.2,0.9,3.9,-2.4,29.3
54:46.6,1124.1,0.1,-0.1,1,-7.7,-13.5,30.5
54:47.2,1124.1,0.1,0,0.9,-2.3,21.1,11
54:47.7,1124.1,0.1,0,1,-10.3,-3,18.4
54:48.3,1111,0,0,1.2,18.1,-5.4,31.5
54:48.9,1124.1,0,-0.1,0.8,-9.3,-16.2,23.7
54:49.4,1137.2,0.1,0,1,-14.4,25.8,4.9
54:50.0,1150.3,0,0.1,1,-3.4,-4.5,-0.2
54:50.6,1150.3,0.2,0.2,0.9,-7.2,4.4,-2
54:51.1,1189.6,0,0.6,0.9,5.8,2.1,-2
54:51.7,1150.3,0,0.1,0.9,14.6,-7.8,-3.6
54:52.2,1176.5,0,0,0.9,-8.9,13.6,4.6
54:52.8,1150.3,0.1,0.4,1.1,-14.9,5.3,0
54:53.4,1097.9,-0.3,-0.9,1.2,47.9,-11.6,2.3
54:53.9,1111,0,-0.1,1,32.2,-24.5,36.3
54:54.5,1150.3,0,-0.2,0.9,0.6,-17.5,32
54:55.1,1111,0.2,0.2,1,6.3,0.3,14.7
54:55.7,1071.7,0.2,0.2,0.9,-3.5,17.2,39.3
54:56.2,1124.1,-0.1,-0.1,1,-1.1,17.8,30.4
54:56.7,1111,-0.3,-0.2,1,4.4,5.7,9.3
54:57.3,1084.8,0.1,0.2,1,-11.4,3.4,28.1
54:57.9,1097.9,0.1,0.3,0.9,18.2,5.5,33.7
54:58.4,1137.2,0.2,-0.2,0.8,5.4,-6.2,17.5
54:59.0,1124.1,0.1,0,1,0.5,2.8,19.8
54:59.6,1124.1,0,0.1,1.1,-7.6,-0.3,32.2
55:00.2,1111,-0.2,-0.4,1.1,-15.7,-20.8,28.9
55:00.7,1163.4,-0.1,0,1,-0.4,10.9,-1.9
55:01.2,1124.1,0.1,-0.2,1,-6.2,-7.1,3.9
55:01.8,1137.2,0.2,0.3,1,3.3,-9.1,-0.5
55:02.4,1071.7,0,-0.2,0.7,17.2,1.9,-3.4
55:03.0,1111,0,-0.1,0.8,-8.1,14.1,3.6
55:03.5,1124.1,0.1,-0.2,1,26.1,-1.7,-9.6
55:04.1,1111,0,-0.4,1.1,11,-3.1,-3.1
55:04.7,1111,0.1,0,0.9,5.7,6.5,24.9
55:05.2,1111,0.1,-0.5,1.1,-5.3,12.8,41.1
55:05.8,1097.9,0.1,-0.2,0.6,-9.5,-3.6,14.4
55:06.3,1058.6,0,0.1,0.8,-2.4,-9.8,24.3
55:06.9,1084.8,0,-0.2,1.1,9.1,7.4,39.1
55:07.5,1071.7,-0.1,-0.1,0.8,-2.7,-9.1,16
55:08.0,1137.2,0,0,1.1,12.4,-19.2,13.5
55:08.6,1124.1,0,0.2,1,-4.2,-10,30.3
55:09.2,1084.8,0.1,-0.1,0.9,7.2,-3.7,22.8
55:09.7,1111,0.1,0.1,0.8,-0.7,-11.8,11.7
55:10.3,1084.8,0.2,0.2,0.9,1.2,23.1,15.5
55:10.8,1084.8,0.1,0,0.9,-9.8,5.1,30.3
55:11.4,1058.6,-0.1,-0.2,0.9,15.2,14.3,22
55:12.0,1124.1,-0.1,-0.1,0.9,-13.2,1.2,10.4
55:12.5,1111,0,-0.1,0.9,0.7,-16.5,-2
55:13.1,1058.6,0,-0.1,0.8,-17.8,8.3,3.4
55:13.7,1084.8,0,0.1,1.1,-4.5,14.3,1.5
55:14.2,1084.8,-0.1,0.3,0.8,-29.5,20.6,4.4
55:14.8,1058.6,-0.1,-0.1,1.1,-26.1,-11.2,3
55:15.3,1019.2,0,-0.2,1.3,16.2,-7.5,1
55:15.9,1084.8,-0.1,-0.2,1.1,5.4,12.1,-4.1
55:16.5,1097.9,0.1,0.2,0.7,-15.2,26.2,20.7
55:17.0,1071.7,0.1,0,1,-11.6,17.2,43.5
55:17.6,1097.9,0,-0.3,1.1,-15.1,-6.6,25.4
55:18.2,1058.6,-0.1,-0.1,0.9,14.4,42.8,14.4
55:18.8,1058.6,-0.1,0,0.6,-13.2,1.9,34.6
55:19.3,1097.9,0.1,-0.1,1,-10.6,4.9,25.8
55:19.8,1084.8,-0.1,-0.2,1.2,8.7,0.6,10
55:20.4,1097.9,0.2,0.2,0.8,14.7,-4.4,21.7
55:21.0,1071.7,0.1,-0.3,1.1,-0.1,18.1,34.6
55:21.6,1084.8,0.2,0.1,0.9,1,4.3,17.4
55:22.1,1111,-0.1,-0.1,1,-8.8,-4.7,26.9
55:22.7,1150.3,0,0.1,0.6,-11.4,-0.1,45.5
55:23.3,1124.1,0.4,0.1,0.7,12.3,-0.3,16.8
55:23.8,1097.9,0.1,0.1,1,-14.5,8.2,2.2
55:24.3,1137.2,0,-0.5,1.3,4.8,2.5,2.9
55:24.9,1058.6,0.2,0,1,7.9,18.5,-0.9
55:25.5,1097.9,0.2,-0.1,0.6,5.5,3.4,1.4
55:26.1,1111,0.1,0,1.1,-2.7,6.5,2.2
55:26.6,1124.1,0.2,0.1,1,-5,9.7,2.6
55:27.2,1111,0.2,-0.1,0.9,-3.2,1.7,2.9
55:27.7,1124.1,0,0,1,-0.5,1.2,0.2
56:33.3,1084.8,0.1,0,1,-2,1.3,0.2
56:33.8,1058.6,0.1,0,0.9,-7.6,10.5,2.1
56:34.4,1071.7,0.1,0,0.9,-0.9,14.3,2.2
56:35.0,1045.5,0.1,-0.1,1.1,-9.9,4.8,15.3
56:35.5,1032.3,-0.1,-0.1,0.9,-14.1,-10.1,50.9
56:36.1,1084.8,0.1,0.2,1.1,7.8,13.8,18.9
56:36.6,1163.4,0.2,-0.3,1.2,24.7,-21,38.8
56:37.2,1176.5,-0.1,-0.2,1.1,-9.1,10.6,33.8
56:37.8,1124.1,0.1,-0.3,1,10.4,13.1,12.7
56:38.3,1150.3,0,-0.1,0.8,-6.9,11,29.1
56:38.9,1084.8,0.1,-0.1,1,7,17.9,28.1
56:39.5,1058.6,0.1,-0.1,1.1,8,8.8,13.4
56:40.1,1097.9,-0.1,0,1,-12.8,-22.1,15.7
56:40.6,1032.3,0,0,0.8,-9.4,10.2,27.8
56:41.1,1032.3,0.1,0,0.9,-2.6,-13.5,25.6
56:41.7,1019.2,0.1,-0.3,0.9,-8.7,0.7,8.3
56:42.3,1084.8,0,0,1.1,-4.3,-16.2,-0.1
56:42.8,1058.6,0.1,0.3,1,-15.7,-16.5,1.5
56:43.4,1071.7,-0.2,-0.1,-0.1,-60.7,2.5,13.1
56:44.0,1058.6,-0.2,0,0.9,2.7,6,-6.3
56:44.6,1019.2,0,-0.1,0.8,1.1,-13.7,0.6
56:45.1,1058.6,0.1,0,1.4,21.3,-0.6,-2.1
56:45.6,1071.7,-0.6,-1.5,1.5,15.1,-38,1.7
56:46.2,1032.3,0,0,0.9,-4.7,-12.4,37.2
56:46.8,1058.6,0,-0.4,0.9,-12.6,-9.1,40.4
56:47.4,1032.3,0.1,0.1,1,-3.2,-4.7,14.6
56:47.9,1032.3,0,-0.1,1,15.7,-1.6,27
56:48.5,1058.6,0.2,0.1,0.8,-12.6,-7.4,34.8
56:49.1,1058.6,0.1,0,0.8,-9.9,-0.1,12.4
56:49.6,1058.6,-0.1,-0.1,1.1,3,1.6,27.4
56:50.2,1045.5,0.1,0,1,2.5,13.2,34.5
56:50.7,1058.6,-0.2,-0.2,0.8,-10.9,-12.2,19.8
56:51.3,1084.8,0.1,-0.1,1,-1.1,3.9,17.2
56:51.9,1058.6,0.1,0,0.9,10.9,-9.4,28.7
56:52.4,1045.5,0.1,0,1,-2.9,-6,27.8
56:53.0,1006.1,0.1,-0.2,0.9,-0.4,6,2.1
56:53.6,1032.3,0.1,0.1,0.9,-20.6,-18.4,2.8
56:54.1,1045.5,0,-0.3,1.1,-3,-0.4,-0.6
56:54.7,1019.2,0.1,0,0.7,-20.5,7.7,3.3
56:55.2,1032.3,0.1,0.2,0.8,-9.6,6.8,0.1
56:55.8,1058.6,0,0.1,0.8,5.4,9.7,-1.3
56:56.4,1058.6,0,-0.3,0.8,6.5,-5.3,0.7
56:56.9,1019.2,-0.1,-0.2,1.1,3,18.1,14
56:57.5,1019.2,0,-0.2,1,12.8,-16.5,41.5
56:58.1,1045.5,0,0.1,0.9,-7.2,4.5,30.5
56:58.6,1097.9,-0.2,-0.1,0.9,-4,-2.9,14.7
56:59.2,1137.2,0.2,0.6,0.9,-5.6,18.8,33.6
56:59.7,1137.2,-0.1,0.3,0.8,-6.9,-1,23.4
57:00.3,1097.9,0.2,0.2,0.9,-3.9,-0.5,12.5
57:00.9,1097.9,-0.1,0,0.9,-0.5,-8.8,24.3
57:01.4,1111,0,0.1,0.9,-5.9,-6.3,31.1
57:02.0,1071.7,-0.1,0,1,-9.4,-6.8,14
57:02.6,1058.6,0,0,1,5.8,-21.9,8.5
57:03.2,1032.3,0,-0.3,1,6.8,-21.3,21.5
57:03.7,1045.5,0,0.1,0.9,-11.3,10.5,36.2
57:04.2,1045.5,0,0,0.8,19.2,1.1,8.5
57:04.8,1032.3,0,-0.2,1,8.5,-2.5,-2.3
57:05.4,1032.3,0.2,0,0.9,10.8,20.6,0
57:06.0,1019.2,0.1,0,1.1,-15.8,25.5,1.5
57:06.5,1006.1,0,0.6,0.6,13.4,11.4,-5.9
57:07.1,1058.6,0,0,1,-4.3,-6.9,2.6
57:07.7,1032.3,0.2,0.2,0.9,-20.2,13.7,4.1
57:08.2,1019.2,0.2,-0.1,0.8,-24.9,-15.7,6.5
57:08.8,1019.2,0.1,-0.2,1.1,23.5,1.6,0.1
57:09.3,1019.2,0.2,0.4,1.1,-13.7,10.1,34.9
57:09.9,1019.2,-0.1,-0.2,1,1.4,5.9,37.4
57:10.5,1019.2,0,-0.1,1.1,-10,-8.2,16.2
57:11.0,1032.3,0.2,0.1,0.9,-3.4,5.2,25.3
57:11.6,1006.1,0,0,1,0.4,12.6,38.4
57:12.1,1019.2,0.2,-0.1,0.9,10,-14.4,16.1
57:12.7,1006.1,-0.1,0,0.9,-14.6,-8.1,15.1
57:13.3,1045.5,0,0,1,-6.2,-21,30.2
57:13.8,979.9,0,-0.3,0.8,3.7,-6.3,27.8
57:14.4,1084.8,-0.1,0,0.9,0.7,8.8,15.6
57:15.0,1045.5,0.1,0,1,-12.9,-14.2,21.4
57:15.5,1006.1,0,-0.1,0.9,-6.3,1.7,28.3
57:16.1,1032.3,-0.1,-0.5,1.2,-20.3,2,26.8
57:16.6,1019.2,0.1,0,1,0.9,-10.4,4.4
57:17.2,993,-0.1,-0.3,1.1,5.8,20.8,-2.4
57:17.8,1006.1,-0.1,-0.3,1.1,-14.6,-10.5,5.2
57:18.3,1006.1,0,0.1,0.9,-3.3,6.8,-1.2
57:18.9,1006.1,0.1,-0.1,0.7,-12.6,16.9,2.9
57:19.5,1006.1,0,-0.3,1,10.9,5.9,-0.6
57:20.0,1045.5,0.2,0,1,2.2,9.3,-0.1
57:20.6,1006.1,0.2,0.1,1,-2.5,-2.4,-0.3
